City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
293,Maldonado,-34.6667,-54.9167,51.22,83,3,11.18,UY,2021-09-15 01:19:05
294,Yunhe,34.0833,119.7167,75.06,80,100,13.69,CN,2021-09-15 01:19:05
295,Lagoa,39.05,-27.9833,68.04,76,68,5.88,PT,2021-09-15 01:19:05
296,Calama,-22.4667,-68.9333,51.01,29,99,4.72,CL,2021-09-15 01:19:05
297,Manali,13.1667,80.2667,84.29,67,100,9.46,IN,2021-09-15 01:19:06
298,Blagodatnoye,45.3997,42.5867,67.12,60,26,5.17,RU,2021-09-15 01:19:06
299,Port Hedland,-20.3167,118.5667,78.85,65,64,11.5,AU,2021-09-15 01:19:06
300,Boende,-0.2167,20.8667,70.03,94,58,2.08,CD,2021-09-15 01:19:06
301,Champerico,14.3,-91.9167,82.35,81,73,6.62,GT,2021-09-15 01:19:07
302,Ca Mau,9.1769,105.15,77.99,86,100,7.61,VN,2021-09-15 01:19:07
303,Arlit,18.7369,7.3853,94.62,24,9,8.93,NE,2021-09-15 01:19:07
304,Kouroussa,10.65,-9.8833,72.34,96,93,4.56,GN,2021-09-15 01:19:08
305,Verkhnyaya Inta,65.9811,60.3094,40.51,96,100,5.77,RU,2021-09-15 01:19:08
306,Astana,51.1801,71.446,33.75,86,0,8.95,KZ,2021-09-15 01:19:08
307,Derzhavinsk,51.1,66.3167,58.57,32,100,13.33,KZ,2021-09-15 01:19:08
308,Marawi,7.9986,124.2928,75.65,64,37,1.14,PH,2021-09-15 01:19:09
309,Hambantota,6.1241,81.1185,80.08,83,88,13.53,LK,2021-09-15 01:19:09
310,Santa Barbara,34.7333,-120.0343,72.16,50,1,8.05,US,2021-09-15 01:19:09
311,Kimbe,-5.5502,150.1429,84.61,65,87,9.08,PG,2021-09-15 01:19:09
312,Cassia,-20.5831,-46.9219,77.45,22,74,1.07,BR,2021-09-15 01:19:10
313,Jinsha,32.0898,121.0735,77.27,83,100,16.4,CN,2021-09-15 01:19:10
314,Chau Doc,10.7,105.1167,79.47,82,100,9.69,VN,2021-09-15 01:19:10
315,Laguna,38.421,-121.4238,98.46,20,1,4.0,US,2021-09-15 01:18:17
316,Harindanga,22.0383,88.3214,78.78,96,100,10.65,IN,2021-09-15 01:19:11
317,Vila Franca Do Campo,37.7167,-25.4333,66.61,83,12,3.94,PT,2021-09-15 01:19:11
318,Qui Nhon,13.7667,109.2333,83.5,78,100,11.32,VN,2021-09-15 01:19:11
319,Nago,26.5881,127.9761,87.87,77,100,15.66,JP,2021-09-15 01:19:11
320,Zavodouspenskoye,56.8626,65.0155,52.02,92,95,6.08,RU,2021-09-15 01:19:12
321,Ler,8.3018,30.1418,70.27,95,77,3.31,SS,2021-09-15 01:19:12
322,Magadan,59.5667,150.8,53.08,62,7,7.05,RU,2021-09-15 01:19:12
323,Jeremie,18.65,-74.1167,80.96,80,34,1.79,HT,2021-09-15 01:19:13
324,Pevek,69.7008,170.3133,32.94,89,100,4.76,RU,2021-09-15 01:19:13
325,Maturin,9.75,-63.1767,74.8,93,0,5.55,VE,2021-09-15 01:19:13
326,Aykhal,66.0,111.5,42.04,65,100,14.07,RU,2021-09-15 01:19:13
327,Shimoda,34.6667,138.95,78.91,86,92,13.29,JP,2021-09-15 01:19:14
328,Varhaug,58.6147,5.6457,54.9,77,84,5.82,NO,2021-09-15 01:19:14
329,Lichuan,30.3,108.85,66.99,84,88,3.62,CN,2021-09-15 01:19:14
330,Ponta Delgada,37.7333,-25.6667,66.92,82,20,6.91,PT,2021-09-15 01:16:03
331,Ternate,0.8,127.4,81.59,76,100,4.21,ID,2021-09-15 01:19:15
332,Mangaratiba,-22.9597,-44.0406,78.13,75,99,9.71,BR,2021-09-15 01:19:15
333,Monte Alegre,-2.0078,-54.0692,79.79,63,0,4.88,BR,2021-09-15 01:19:15
334,Khudumelapye,-23.8833,24.75,64.85,21,0,5.3,BW,2021-09-15 01:19:15
335,Knysna,-34.0363,23.0471,53.98,86,100,7.87,ZA,2021-09-15 01:19:16
336,Barstow,34.8986,-117.0228,97.5,8,0,15.66,US,2021-09-15 01:17:29
337,Palencia,42.4167,-4.5,56.91,84,98,3.13,ES,2021-09-15 01:19:16
338,Krasnoselkup,65.7,82.4667,39.09,97,100,4.16,RU,2021-09-15 01:19:16
339,Luanda,-8.8368,13.2343,72.46,93,77,9.82,AO,2021-09-15 01:19:15
340,Kandry,54.5667,54.1167,54.93,85,100,10.0,RU,2021-09-15 01:19:17
341,Brigantine,39.4101,-74.3646,75.49,92,1,6.91,US,2021-09-15 01:15:25
342,Chivay,-15.6383,-71.6011,47.89,53,66,5.03,PE,2021-09-15 01:19:17
343,Goderich,43.7501,-81.7165,73.04,94,100,12.66,CA,2021-09-15 01:19:17
344,Manokwari,-0.8667,134.0833,83.48,70,100,7.63,ID,2021-09-15 01:19:18
345,Lazaro Cardenas,17.9583,-102.2,75.69,92,100,4.05,MX,2021-09-15 01:19:18
346,Phalodi,27.1333,72.3667,84.29,72,26,11.23,IN,2021-09-15 01:19:18
347,Sitka,57.0531,-135.33,51.69,82,90,8.05,US,2021-09-15 01:19:18
348,Samandag,36.0842,35.9771,72.12,82,13,6.98,TR,2021-09-15 01:19:19
349,Ornskoldsvik,63.2909,18.7153,38.35,87,1,5.75,SE,2021-09-15 01:19:19
350,Hovd,48.0056,91.6419,52.02,37,1,5.01,MN,2021-09-15 01:19:19
351,Gobabis,-22.45,18.9667,57.65,31,0,5.26,NA,2021-09-15 01:19:19
352,Mandalgovi,45.7625,106.2708,52.97,76,100,10.25,MN,2021-09-15 01:19:20
353,Assiniboia,49.6334,-105.9845,64.31,34,73,4.61,CA,2021-09-15 01:19:20
354,Kodiak,57.79,-152.4072,56.71,44,20,10.36,US,2021-09-15 01:19:20
355,Bam,29.106,58.357,78.78,10,0,7.09,IR,2021-09-15 01:19:22
356,Pindwara,24.8,73.0667,77.56,86,18,3.47,IN,2021-09-15 01:19:22
357,Pontianak,-0.0333,109.3333,76.98,94,75,6.91,ID,2021-09-15 01:19:22
358,Sangar,63.9242,127.4739,52.83,86,100,5.59,RU,2021-09-15 01:19:23
359,Schio,45.7124,11.3574,66.9,73,29,3.94,IT,2021-09-15 01:19:23
360,Jinxiang,27.4327,120.6062,82.06,72,13,4.9,CN,2021-09-15 01:19:23
361,Hasaki,35.7333,140.8333,77.4,81,100,8.03,JP,2021-09-15 01:19:24
362,Aklavik,68.2191,-135.0107,50.72,59,56,2.77,CA,2021-09-15 01:19:24
363,Arawa,-6.2132,155.5367,76.87,93,100,3.94,PG,2021-09-15 01:19:24
364,Aldan,58.6031,125.3894,59.18,64,96,10.76,RU,2021-09-15 01:19:25
365,Omboue,-1.5746,9.2618,75.7,86,98,7.4,GA,2021-09-15 01:19:25
366,Axim,4.8699,-2.2405,75.25,90,100,5.46,GH,2021-09-15 01:19:25
367,Moree,-29.4667,149.85,64.42,36,0,9.22,AU,2021-09-15 01:19:26
368,Nome,64.5011,-165.4064,55.17,71,1,6.91,US,2021-09-15 01:19:26
369,Pervomayskoye,43.919,46.7102,65.05,42,5,1.68,RU,2021-09-15 01:19:26
370,Sur,22.5667,59.5289,86.81,43,100,6.29,OM,2021-09-15 01:19:27
371,Upernavik,72.7868,-56.1549,26.2,67,38,5.3,GL,2021-09-15 01:19:27
372,Savonlinna,61.8699,28.88,39.25,93,90,10.36,FI,2021-09-15 01:19:27
373,Blythe,33.6103,-114.5964,106.25,8,20,12.66,US,2021-09-15 01:19:27
374,Dunedin,-45.8742,170.5036,49.35,54,3,2.91,NZ,2021-09-15 01:19:28
375,Cherdyn,60.403,56.4787,45.36,99,100,3.42,RU,2021-09-15 01:19:28
376,Kewanee,41.2456,-89.9248,72.73,52,100,6.58,US,2021-09-15 01:19:28
377,Rocha,-34.4833,-54.3333,47.12,83,0,12.41,UY,2021-09-15 01:19:29
378,Abu Dhabi,24.4667,54.3667,89.71,79,0,3.44,AE,2021-09-15 01:17:07
379,Sayyan,15.1718,44.3244,63.77,24,7,9.08,YE,2021-09-15 01:19:29
380,Pangody,65.85,74.4859,43.84,93,100,4.5,RU,2021-09-15 01:19:29
381,Flin Flon,54.7682,-101.865,52.74,60,11,3.89,CA,2021-09-15 01:19:29
382,Yar-Sale,66.8333,70.8333,42.44,97,100,6.29,RU,2021-09-15 01:19:30
383,Burnie,-41.0667,145.9167,52.3,60,8,4.45,AU,2021-09-15 01:19:30
384,Abu Samrah,35.3029,37.1841,69.96,80,0,6.49,SY,2021-09-15 01:19:30
385,Chulman,56.8479,124.9104,53.31,76,100,9.42,RU,2021-09-15 01:19:31
386,Swellendam,-34.0226,20.4417,50.38,88,100,2.42,ZA,2021-09-15 01:19:31
387,Muisne,0.6,-80.0333,74.28,88,96,6.31,EC,2021-09-15 01:19:31
388,Bossier City,32.516,-93.7321,75.97,77,90,12.66,US,2021-09-15 01:17:36
389,Moindou,-21.6924,165.677,87.75,59,58,11.72,NC,2021-09-15 01:19:31
390,Chicama,-7.8447,-79.1469,59.54,81,40,6.6,PE,2021-09-15 01:19:32
391,Am Timan,11.0297,20.2827,70.05,92,99,5.48,TD,2021-09-15 01:19:32
392,Carmen,18.6333,-91.8333,87.84,62,1,4.61,MX,2021-09-15 01:19:32
393,Shuyskoye,59.3736,41.0305,38.62,94,80,8.55,RU,2021-09-15 01:19:33
394,Normandin,48.8333,-72.5321,51.93,82,100,9.22,CA,2021-09-15 01:19:33
395,Gao,16.6362,1.637,85.19,42,75,13.4,ML,2021-09-15 01:19:33
396,Georgetown,5.4112,100.3354,80.89,85,20,4.61,MY,2021-09-15 01:18:18
397,Olafsvik,64.8945,-23.7142,48.36,73,100,22.32,IS,2021-09-15 01:19:33
398,Mount Isa,-20.7333,139.5,83.97,9,7,12.66,AU,2021-09-15 01:19:34
399,Bloomfield,40.8068,-74.1854,74.86,85,1,1.01,US,2021-09-15 01:18:11
400,Takaka,-40.85,172.8,54.55,53,6,6.85,NZ,2021-09-15 01:19:34
401,Quesnel,52.9999,-122.5029,55.9,94,90,4.61,CA,2021-09-15 01:19:34
402,Tomatlan,19.9333,-105.25,75.94,94,100,0.49,MX,2021-09-15 01:19:35
403,Krasnyy Chikoy,50.3643,108.7512,53.28,83,54,1.86,RU,2021-09-15 01:19:35
404,La Asuncion,11.0333,-63.8628,91.13,66,2,8.05,VE,2021-09-15 01:19:35
405,Sibolga,1.7427,98.7792,79.5,71,100,1.81,ID,2021-09-15 01:19:36
406,Molteno,-31.3968,26.3625,45.79,74,68,2.71,ZA,2021-09-15 01:19:36
407,Luganville,-15.5333,167.1667,83.57,63,7,7.38,VU,2021-09-15 01:19:36
408,Hami,42.8,93.45,72.48,23,5,7.36,CN,2021-09-15 01:19:36
409,Diego De Almagro,-26.3667,-70.05,55.09,51,2,1.54,CL,2021-09-15 01:19:37
410,Ituporanga,-27.4144,-49.6025,62.53,99,100,1.54,BR,2021-09-15 01:19:37
411,Lagunas,-5.2269,-75.6753,80.8,55,8,1.79,PE,2021-09-15 01:19:37
412,Sirathu,25.65,81.3167,76.17,94,100,19.86,IN,2021-09-15 01:19:37
413,Saint George,37.1041,-113.5841,97.63,8,1,1.01,US,2021-09-15 01:18:20
414,Alice Springs,-23.7,133.8833,85.55,12,0,12.66,AU,2021-09-15 01:19:16
415,Aketi,2.7388,23.7833,67.84,99,99,1.5,CD,2021-09-15 01:19:38
416,Santa Marinella,42.0345,11.8536,71.94,70,100,3.06,IT,2021-09-15 01:19:38
417,Marzuq,14.4,46.4667,83.84,37,92,1.79,YE,2021-09-15 01:19:38
418,Bonoua,5.2741,-3.595,76.62,92,98,4.05,CI,2021-09-15 01:19:39
419,Ayame,5.6083,-3.1563,71.74,97,100,2.53,CI,2021-09-15 01:19:39
420,Malacacheta,-17.8422,-42.0767,69.85,40,61,4.25,BR,2021-09-15 01:19:39
421,Awjilah,29.1081,21.2869,74.37,49,0,10.31,LY,2021-09-15 01:18:59
422,Hay River,60.8156,-115.7999,58.98,63,75,3.44,CA,2021-09-15 01:19:40
423,Belmonte,-15.8631,-38.8828,73.9,86,0,8.86,BR,2021-09-15 01:19:40
424,Omsukchan,62.5333,155.8,50.99,58,52,1.48,RU,2021-09-15 01:19:40
425,Jinji,23.2281,110.8261,83.17,77,17,1.77,CN,2021-09-15 01:19:41
426,Ulaanbaatar,47.9077,106.8832,50.13,93,40,6.71,MN,2021-09-15 01:18:37
427,Nirmal,19.1,78.35,72.64,93,100,8.37,IN,2021-09-15 01:19:41
428,Yangshan,28.7615,115.0287,76.93,59,0,2.48,CN,2021-09-15 01:19:41
429,Ilulissat,69.2167,-51.1,30.22,80,20,12.66,GL,2021-09-15 01:19:41
430,Balkanabat,39.5108,54.3671,76.5,59,0,1.36,TM,2021-09-15 01:19:42
431,Kita,13.0349,-9.4895,74.46,93,100,3.58,ML,2021-09-15 01:19:42
432,Atar,20.5169,-13.0499,93.97,24,5,16.46,MR,2021-09-15 01:19:42
433,Anzhero-Sudzhensk,56.081,86.0285,42.46,95,100,6.2,RU,2021-09-15 01:19:43
434,Diffa,13.3154,12.6113,81.97,61,42,4.79,NE,2021-09-15 01:19:43
435,Puerto Baquerizo Moreno,-0.9,-89.6,68.59,85,72,10.92,EC,2021-09-15 01:19:43
436,Asau,46.4333,26.4,56.32,97,7,3.11,RO,2021-09-15 01:19:43
437,Utete,-7.986,38.758,68.97,96,56,0.78,TZ,2021-09-15 01:19:44
438,Ardakan,32.31,54.0175,68.38,8,0,3.89,IR,2021-09-15 01:19:44
439,Lucija,45.5053,13.6024,67.33,46,100,10.36,SI,2021-09-15 01:19:44
440,Sheltozero,61.3667,35.3667,46.45,89,100,12.21,RU,2021-09-15 01:19:44
441,Holovyne,50.4712,28.8253,49.62,84,95,4.97,UA,2021-09-15 01:19:45
442,Monywa,22.1167,95.1333,81.34,81,85,3.87,MM,2021-09-15 01:19:45
443,Comodoro Rivadavia,-45.8667,-67.5,55.26,41,0,23.02,AR,2021-09-15 01:19:45
444,Beloha,-25.1667,45.05,66.72,54,0,3.91,MG,2021-09-15 01:19:46
445,Amurzet,47.6967,131.0981,66.15,53,5,4.43,RU,2021-09-15 01:19:46
446,Lompoc,34.6391,-120.4579,78.94,78,1,8.05,US,2021-09-15 01:19:46
447,Pimenta Bueno,-11.6725,-61.1936,81.12,59,82,3.22,BR,2021-09-15 01:19:46
448,Uchiza,-8.4592,-76.4633,74.03,81,87,3.83,PE,2021-09-15 01:19:47
449,Persan,49.15,2.2667,68.29,96,75,3.44,FR,2021-09-15 01:19:47
450,Angoche,-16.2325,39.9086,71.94,81,74,6.93,MZ,2021-09-15 01:19:47
451,Bada,51.392,109.8717,51.73,83,37,4.0,RU,2021-09-15 01:19:47
452,Umm Lajj,25.0213,37.2685,84.6,62,5,10.67,SA,2021-09-15 01:19:48
453,Dundee,56.5,-2.9667,55.8,97,75,3.44,GB,2021-09-15 01:19:48
454,Barabai,-2.5833,115.3833,76.17,93,100,1.97,ID,2021-09-15 01:19:48
455,Milkovo,54.7167,158.6167,53.89,44,6,5.06,RU,2021-09-15 01:19:49
456,Mbandaka,0.0487,18.2603,69.49,94,7,3.56,CD,2021-09-15 01:19:49
457,Longyearbyen,78.2186,15.6401,33.64,86,75,2.3,SJ,2021-09-15 01:19:49
458,Caravelas,-17.7125,-39.2481,74.19,84,3,9.62,BR,2021-09-15 01:19:49
459,Moen,69.1304,18.6123,41.07,100,90,0.0,NO,2021-09-15 01:19:50
460,San Jose,37.3394,-121.895,94.26,43,1,4.0,US,2021-09-15 01:19:25
461,Kisangani,0.5167,25.2,69.21,98,100,3.31,CD,2021-09-15 01:19:50
462,Biguacu,-27.4942,-48.6556,69.8,97,100,0.47,BR,2021-09-15 01:19:50
463,Frolovo,49.7713,43.6622,64.54,60,87,7.4,RU,2021-09-15 01:19:50
464,Gat,31.61,34.7642,74.08,56,0,5.06,IL,2021-09-15 01:19:51
465,Baghmara,23.795,86.2085,76.28,95,100,11.88,IN,2021-09-15 01:19:51
466,Song Phi Nong,14.2241,100.0209,77.38,92,100,3.0,TH,2021-09-15 01:19:51
467,San-Pedro,4.7485,-6.6363,75.06,94,100,6.24,CI,2021-09-15 01:19:52
468,Sam Phran,13.727,100.2153,82.02,91,100,4.05,TH,2021-09-15 01:19:52
469,Campechuela,20.2342,-77.2789,73.31,88,97,6.82,CU,2021-09-15 01:19:52
470,Darnah,32.767,22.6367,76.33,71,0,16.96,LY,2021-09-15 01:19:52
471,Khorixas,-20.3667,14.9667,59.23,44,0,2.1,NA,2021-09-15 01:19:53
472,Itamarandiba,-17.8572,-42.8589,68.99,34,65,2.55,BR,2021-09-15 01:19:53
473,Palmer,42.1584,-72.3287,68.04,75,75,5.75,US,2021-09-15 01:19:53
474,Jijiga,9.35,42.8,63.72,81,49,9.33,ET,2021-09-15 01:19:54
475,Mokolo,10.7398,13.8019,70.5,86,52,1.68,CM,2021-09-15 01:19:54
476,Agadez,19.75,10.25,86.07,14,0,7.4,NE,2021-09-15 01:19:54
477,Los Llanos De Aridane,28.6585,-17.9182,69.55,81,0,5.75,ES,2021-09-15 01:19:54
478,Pinawa,50.1489,-95.8811,55.11,62,10,3.09,CA,2021-09-15 01:19:55
479,Bac Lieu,9.285,105.7244,77.74,85,100,10.16,VN,2021-09-15 01:19:55
480,Porto Belo,-27.1578,-48.5531,69.75,94,100,4.05,BR,2021-09-15 01:19:55
481,Rotifunk,8.2333,-12.6833,74.07,97,100,0.76,SL,2021-09-15 01:19:55
482,Nabire,-3.3667,135.4833,85.55,64,72,2.75,ID,2021-09-15 01:19:56
483,Flinders,-34.5833,150.8552,61.21,68,71,13.29,AU,2021-09-15 01:19:56
484,Iwanai,42.9744,140.5089,67.32,54,0,4.47,JP,2021-09-15 01:19:56
485,Balkhash,46.844,74.9804,48.81,29,0,13.42,KZ,2021-09-15 01:19:57
486,Walvis Bay,-22.9575,14.5053,51.1,81,0,5.75,NA,2021-09-15 01:19:57
487,Pascagoula,30.3658,-88.5561,77.0,93,75,3.44,US,2021-09-15 01:15:14
488,Kopervik,59.2835,5.3067,55.33,82,20,4.61,NO,2021-09-15 01:19:57
489,Severnyy-Kospashskiy,59.0925,57.8008,51.6,100,100,3.33,RU,2021-09-15 01:19:57
490,Ukiah,39.1502,-123.2078,96.51,19,1,3.44,US,2021-09-15 01:19:58
491,Saint-Michel-Des-Saints,46.6834,-73.9159,55.74,76,100,10.85,CA,2021-09-15 01:15:35
492,Victoria,22.2855,114.1577,89.56,74,46,6.49,HK,2021-09-15 01:19:31
493,Chokurdakh,70.6333,147.9167,38.1,76,100,10.69,RU,2021-09-15 01:19:58
494,Labuhan,-6.8844,112.2051,82.6,67,46,4.79,ID,2021-09-15 01:19:58
495,Morehead,37.2711,-87.1764,78.51,83,90,0.0,US,2021-09-15 01:19:59
496,Panama City,8.9936,-79.5197,81.18,90,40,2.3,PA,2021-09-15 01:15:40
497,Muzaffarabad,34.37,73.4711,69.22,69,0,5.08,PK,2021-09-15 01:19:59
498,Soyo,-6.1349,12.3689,74.28,89,0,5.48,AO,2021-09-15 01:19:59
499,Ewa Beach,21.3156,-158.0072,89.55,49,1,10.36,US,2021-09-15 01:15:08
500,Chumikan,54.7183,135.315,61.92,62,5,19.08,RU,2021-09-15 01:20:00
501,San Juan Bautista,-14.0108,-75.7358,56.17,69,100,2.71,PE,2021-09-15 01:15:35
502,Ghanzi,-21.5667,21.7833,66.13,21,0,11.36,BW,2021-09-15 01:20:00
503,Duldurga,50.6761,113.5931,53.67,91,96,3.06,RU,2021-09-15 01:20:00
504,Pandaria,22.2333,81.4167,74.34,98,100,6.02,IN,2021-09-15 01:19:13
505,Elko,41.0002,-115.5012,81.64,11,0,5.01,US,2021-09-15 01:15:36
506,Limon,10.0,-83.0333,80.35,78,99,2.35,CR,2021-09-15 01:20:01
507,Emerald,-23.5333,148.1667,71.62,21,0,13.33,AU,2021-09-15 01:20:01
508,Chapais,49.7834,-74.8492,46.18,86,100,17.22,CA,2021-09-15 01:19:34
509,Khovu-Aksy,51.1333,93.6,44.1,58,100,1.36,RU,2021-09-15 01:20:02
510,Launceston,-41.45,147.1667,53.8,76,90,1.99,AU,2021-09-15 01:20:04
511,Maumere,-8.6199,122.2111,83.84,65,75,1.88,ID,2021-09-15 01:20:04
512,Gusino,54.7244,31.368,41.36,92,95,7.27,RU,2021-09-15 01:20:04
513,Gorontalo,0.5412,123.0595,80.85,88,85,0.98,ID,2021-09-15 01:20:05
514,Komsomolskiy,40.4272,71.7189,63.82,33,0,6.91,UZ,2021-09-15 01:20:05
515,Tarbes,43.25,0.1667,64.87,94,75,3.44,FR,2021-09-15 01:20:05
516,Pisco,-13.7,-76.2167,61.02,88,20,5.75,PE,2021-09-15 01:20:06
517,Panaba,21.2833,-88.2667,79.48,79,100,9.37,MX,2021-09-15 01:20:06
518,Msanga,-6.05,36.0333,63.16,74,9,6.71,TZ,2021-09-15 01:20:06
519,Nantucket,41.2835,-70.0995,69.03,78,40,9.22,US,2021-09-15 01:17:01
520,Mineiros,-17.5694,-52.5511,76.5,46,77,1.92,BR,2021-09-15 01:20:06
521,San Cristobal,7.7669,-72.225,69.98,85,58,2.1,VE,2021-09-15 01:20:07
522,Lata,40.1629,-8.3327,64.08,91,100,0.98,PT,2021-09-15 01:20:07
523,Megion,61.0296,76.1136,32.02,87,13,5.46,RU,2021-09-15 01:20:07
524,Grootfontein,-19.5667,18.1167,58.57,33,0,3.44,NA,2021-09-15 01:20:07
525,Lardos,36.0942,28.0157,75.94,71,6,4.07,GR,2021-09-15 01:20:08
526,Humaita,-7.5061,-63.0208,81.61,51,0,2.75,BR,2021-09-15 01:20:08
527,Lander,42.833,-108.7307,77.11,14,1,10.36,US,2021-09-15 01:20:08
528,Grand Gaube,-20.0064,57.6608,68.38,81,15,5.99,MU,2021-09-15 01:20:09
529,Vazante,-17.9869,-46.9078,78.87,24,0,2.3,BR,2021-09-15 01:20:09
530,Lasa,46.6166,10.7002,65.28,92,99,1.9,IT,2021-09-15 01:20:09
531,Urumqi,43.801,87.6005,63.55,42,0,6.71,CN,2021-09-15 01:16:05
532,Lavrentiya,65.5833,-171.0,42.08,72,100,8.93,RU,2021-09-15 01:19:37
533,Taiyuan,37.8694,112.5603,73.26,60,100,6.71,CN,2021-09-15 01:20:10
534,Gamboma,-1.8764,15.8644,73.94,78,52,2.73,CG,2021-09-15 01:20:10
535,Plyussa,58.4308,29.3654,43.0,84,23,8.52,RU,2021-09-15 01:20:10
536,Neiafu,-18.65,-173.9833,83.08,74,40,6.91,TO,2021-09-15 01:20:10
537,Mehamn,71.0357,27.8492,41.81,80,100,5.35,NO,2021-09-15 01:20:11
538,Bairiki,1.3292,172.9752,87.8,66,75,16.11,KI,2021-09-15 01:20:11
539,Perivolion,39.4206,20.0147,63.95,65,0,4.05,GR,2021-09-15 01:20:11
540,Harper,4.375,-7.7169,77.02,88,100,10.96,LR,2021-09-15 01:20:12
541,Valleyview,55.0667,-117.2859,59.04,63,47,8.05,CA,2021-09-15 01:19:20
542,Dzhebariki-Khaya,62.2167,135.8,53.53,86,97,3.71,RU,2021-09-15 01:20:12
543,Ransang,8.9603,117.5828,84.85,66,93,1.9,PH,2021-09-15 01:20:12
544,Matamoros,25.5333,-103.25,89.71,30,75,0.0,MX,2021-09-15 01:20:12
545,Necochea,-38.5473,-58.7368,39.04,79,0,7.49,AR,2021-09-15 01:18:40
546,Hammerfest,70.6634,23.6821,41.45,87,75,2.3,NO,2021-09-15 01:16:27
547,Prince Rupert,54.3161,-130.3201,55.09,82,1,8.05,CA,2021-09-15 01:20:13
548,Bossangoa,6.4926,17.4552,69.13,98,100,1.95,CF,2021-09-15 01:20:13
549,Novoilinsk,51.6829,108.7143,49.91,80,9,3.11,RU,2021-09-15 01:20:13
550,Ban Nahin,18.2418,104.2122,79.86,93,100,1.25,LA,2021-09-15 01:20:14
551,Praia Da Vitoria,38.7333,-27.0667,67.75,82,0,5.66,PT,2021-09-15 01:20:14
552,Tabory,58.5198,64.5495,47.12,100,100,3.96,RU,2021-09-15 01:20:14
553,Bordighera,43.7806,7.6645,71.56,87,100,4.21,IT,2021-09-15 01:20:14
554,Manakara,-22.1333,48.0167,65.71,94,12,6.2,MG,2021-09-15 01:20:15
555,Tuatapere,-46.1333,167.6833,49.82,57,20,6.24,NZ,2021-09-15 01:20:15
556,Almaznyy,48.0448,40.045,55.54,54,77,6.51,RU,2021-09-15 01:20:15
557,Stonewall,50.1344,-97.3268,64.08,44,6,2.93,CA,2021-09-15 01:20:16
558,Talavera,15.6167,120.9333,82.87,77,1,1.77,PH,2021-09-15 01:20:16
559,Sidi Ali,36.0998,0.4206,77.83,54,100,8.77,DZ,2021-09-15 01:20:16
560,Bytom,50.348,18.9328,57.18,93,7,1.99,PL,2021-09-15 01:20:17
561,Beian,63.6559,9.5683,52.02,87,0,9.22,NO,2021-09-15 01:20:17
562,Ruteng,-8.6136,120.4721,73.36,60,21,1.52,ID,2021-09-15 01:20:17
563,Porto Walter,-8.2686,-72.7439,80.74,54,52,2.75,BR,2021-09-15 01:20:17
564,Aksarka,66.5606,67.7975,43.41,90,100,6.85,RU,2021-09-15 01:20:18
565,Beihai,21.4833,109.1,84.11,80,100,10.31,CN,2021-09-15 01:20:18
566,Sanmenxia,34.7747,111.1814,75.11,72,2,10.89,CN,2021-09-15 01:20:18
567,Krasnogvardeyskiy,57.3793,62.3195,50.92,95,100,5.5,RU,2021-09-15 01:20:19
568,Havelock,34.8791,-76.9013,79.95,88,0,5.99,US,2021-09-15 01:20:19
569,Salinopolis,-0.6136,-47.3561,78.46,81,0,8.59,BR,2021-09-15 01:20:19
570,Itaquyry,-24.9333,-55.2167,66.42,96,100,5.1,PY,2021-09-15 01:20:19
571,Severo-Yeniseyskiy,60.3725,93.0408,33.96,94,100,5.77,RU,2021-09-15 01:20:20
572,Wenling,28.3669,121.36,79.47,66,69,10.96,CN,2021-09-15 01:20:20
