City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
340,Waingapu,ID,-9.6567,120.2641,86.92,58,41,11.32,scattered clouds
341,Waverly,US,42.7392,-84.6208,60.73,81,1,0.0,clear sky
342,Black River,JM,18.0264,-77.8487,84.2,82,100,4.52,overcast clouds
343,Coxim,BR,-18.5067,-54.76,82.67,52,16,3.22,few clouds
344,Okhotsk,RU,59.3833,143.3,59.45,66,6,6.85,clear sky
345,Ambilobe,MG,-13.2,49.05,66.33,81,25,4.05,scattered clouds
346,Mango,US,27.9797,-82.3065,81.86,88,75,0.0,broken clouds
347,Abay,KZ,49.6311,72.8539,34.18,27,7,4.36,clear sky
348,Indore,IN,22.7179,75.8333,71.78,94,90,10.36,overcast clouds
349,Hlotse,LS,-28.8718,28.045,49.26,54,0,4.34,clear sky
350,Soyo,AO,-6.1349,12.3689,75.25,86,100,6.02,overcast clouds
351,Ramona,US,33.0417,-116.8681,75.04,67,1,4.0,clear sky
352,Opuwo,NA,-18.0607,13.84,64.2,29,6,5.35,clear sky
353,Saint-Joseph,RE,-21.3667,55.6167,66.58,79,9,7.27,clear sky
354,Ust-Nera,RU,64.5667,143.2,55.83,56,7,3.42,clear sky
355,Pastavy,BY,55.1168,26.8326,40.57,89,6,4.18,clear sky
356,Okakarara,NA,-20.5833,17.4333,58.24,23,0,4.97,clear sky
357,Teya,RU,60.3778,92.6267,39.96,91,99,1.39,overcast clouds
358,Awjilah,LY,29.1081,21.2869,73.6,41,0,8.57,clear sky
359,Deputatskiy,RU,69.3,139.9,43.07,73,100,4.45,overcast clouds
360,Las Choapas,MX,17.9333,-94.0833,78.44,92,50,5.28,scattered clouds
361,Sendriceni,RO,47.95,26.3,60.44,87,88,3.42,overcast clouds
362,Kaitangata,NZ,-46.2817,169.8464,46.11,80,95,6.13,overcast clouds
363,Los Llanos De Aridane,ES,28.6585,-17.9182,71.35,75,20,13.8,few clouds
364,Tanete,ID,-3.9443,119.7848,84.88,65,100,7.99,overcast clouds
365,Nago,JP,26.5881,127.9761,86.43,79,72,12.44,broken clouds
366,Yebaishou,CN,41.3975,119.6408,67.44,72,100,12.24,overcast clouds
367,Nome,US,64.5011,-165.4064,49.15,87,90,5.75,light rain
368,Shasta Lake,US,40.6804,-122.3708,90.81,27,0,1.01,clear sky
369,Bolshoye Nagatkino,RU,54.5196,47.9679,45.57,80,100,5.44,overcast clouds
370,Naica,MX,27.85,-105.4833,81.34,27,80,13.38,broken clouds
371,Pisco,PE,-13.7,-76.2167,62.02,82,84,12.66,broken clouds
372,Naze,JP,28.3667,129.4833,81.52,79,26,14.03,scattered clouds
373,Harper,LR,4.375,-7.7169,75.92,87,100,8.34,moderate rain
374,Aswan,EG,24.0934,32.907,81.7,32,0,10.36,clear sky
375,Vestmanna,FO,62.1564,-7.1664,47.32,100,75,1.14,broken clouds
376,Mindelo,CV,16.8901,-24.9804,80.15,74,40,21.85,scattered clouds
377,Lisala,CD,2.15,21.5167,68.88,92,100,2.98,overcast clouds
378,Agadez,NE,19.75,10.25,82.36,18,0,8.81,clear sky
379,Shelburne,CA,44.0787,-80.2041,59.67,89,0,3.76,clear sky
380,Tsabong,BW,-26.0217,22.401,50.09,31,0,10.2,clear sky
381,Jizan,SA,17.3333,42.6667,88.74,76,63,6.93,broken clouds
382,Manokwari,ID,-0.8667,134.0833,80.46,78,100,3.91,light rain
383,Mvuma,ZW,-19.2792,30.5283,60.42,45,0,6.31,clear sky
384,Chivolo,CO,10.025,-74.6228,76.33,89,58,8.97,broken clouds
385,Santiago Del Estero,AR,-27.7951,-64.2615,57.81,21,0,8.32,clear sky
386,Rawson,AR,-43.3002,-65.1023,56.98,45,4,16.42,clear sky
387,Khanino,RU,54.211,36.6229,35.71,94,4,6.58,clear sky
388,Chapais,CA,49.7834,-74.8492,49.78,97,8,4.52,clear sky
389,Fairbanks,US,64.8378,-147.7164,58.6,45,1,6.91,clear sky
390,Hibbing,US,47.4272,-92.9377,63.75,55,90,3.44,overcast clouds
391,Troutdale,US,45.5393,-122.3873,68.76,40,97,4.0,overcast clouds
392,Santa Rosa,PH,14.3122,121.1114,88.11,70,53,2.8,broken clouds
393,Yabelo,ET,4.8833,38.0833,63.0,64,100,12.26,overcast clouds
394,Ponta Delgada,PT,37.7333,-25.6667,66.92,82,20,3.44,few clouds
395,Buchanan,LR,5.8808,-10.0467,75.06,91,100,6.2,moderate rain
396,Mahon,ES,39.8885,4.2658,72.16,73,0,12.66,clear sky
397,Shubarkuduk,KZ,49.1447,56.4872,59.02,60,27,9.01,scattered clouds
398,Channel-Port Aux Basques,CA,47.5702,-59.1367,58.87,89,100,21.61,overcast clouds
399,Isabela,PH,6.7085,121.9711,84.25,79,83,8.19,broken clouds
400,Kermanshah,IR,34.3142,47.065,59.9,27,0,0.0,clear sky
401,San Fernando,PH,15.0286,120.6898,88.14,70,38,3.62,scattered clouds
402,Upington,ZA,-28.4478,21.2561,48.58,57,0,6.91,clear sky
403,Ilulissat,GL,69.2167,-51.1,32.02,51,20,16.11,few clouds
404,Dongsheng,CN,39.8161,109.9776,61.25,62,89,12.28,overcast clouds
405,Bhunya,SZ,-26.55,31.0167,56.64,81,100,3.6,overcast clouds
406,Asosa,ET,10.0667,34.5333,60.17,93,100,5.17,overcast clouds
407,Kekri,IN,25.9667,75.15,76.37,87,9,6.42,clear sky
408,Banjar,ID,-8.19,114.9675,86.49,61,100,1.72,overcast clouds
409,San Cristobal,VE,7.7669,-72.225,77.18,88,3,2.8,clear sky
410,Jega,NG,12.2175,4.3792,76.68,85,5,6.06,light rain
411,Nuoro,IT,40.3211,9.3297,67.19,69,67,1.63,broken clouds
412,Kruisfontein,ZA,-34.0033,24.7314,52.88,80,6,7.38,clear sky
413,Bilibino,RU,68.0546,166.4372,31.3,81,100,6.89,overcast clouds
414,Srednekolymsk,RU,67.45,153.6833,39.34,63,97,0.76,overcast clouds
415,Sinnamary,GF,5.3833,-52.95,79.41,85,0,9.28,clear sky
416,Cagli,IT,43.5457,12.6527,74.08,74,100,5.77,overcast clouds
417,Arusha,TZ,-3.3667,36.6833,61.86,92,53,2.21,broken clouds
418,Kushiro,JP,42.975,144.3747,59.95,77,40,3.44,scattered clouds
419,Susanville,US,40.4163,-120.653,57.11,23,0,5.99,clear sky
420,Okha,RU,53.5739,142.9478,66.42,55,35,12.5,scattered clouds
421,Fukue,JP,32.6881,128.8419,80.96,89,75,9.22,broken clouds
422,Talcahuano,CL,-36.7167,-73.1167,51.48,82,0,10.36,clear sky
423,Gondanglegi,ID,-7.7479,112.0132,84.11,65,100,10.16,overcast clouds
424,Innisfail,AU,-17.5333,146.0333,76.73,51,3,10.07,clear sky
425,Fare,PF,-16.7,-151.0167,78.85,73,0,17.4,light rain
426,Porto Novo,BJ,6.4965,2.6036,76.82,92,100,3.38,overcast clouds
427,Launceston,AU,-41.45,147.1667,56.61,65,75,3.0,broken clouds
428,Tikrit,IQ,34.6071,43.6782,79.79,32,0,10.71,clear sky
429,Oktyabrskiy,RU,54.4815,53.471,39.6,87,8,6.26,clear sky
430,Domoni,KM,-12.2569,44.5319,76.01,82,78,6.58,broken clouds
431,Saint-Pierre,RE,-21.3393,55.4781,67.68,66,40,6.91,scattered clouds
432,Malindi,KE,-3.2175,40.1191,75.88,86,98,13.04,light rain
433,Khash,IR,28.2211,61.2158,70.65,9,0,2.17,clear sky
434,Parys,FR,48.8534,2.3488,61.38,91,20,4.61,few clouds
435,Tamandare,BR,-8.7597,-35.1047,76.87,80,100,8.19,overcast clouds
436,Abu Kamal,SY,34.4506,40.9171,76.68,48,4,8.77,clear sky
437,Gao,ML,16.6362,1.637,87.46,45,37,10.4,scattered clouds
438,Kirando,TZ,-7.4167,30.6,76.5,61,63,5.35,broken clouds
439,San Andres,CO,12.5847,-81.7006,82.42,83,40,6.91,scattered clouds
440,Baherden,TM,38.4362,57.4316,75.2,18,0,4.94,clear sky
441,Comodoro Rivadavia,AR,-45.8667,-67.5,57.06,41,0,23.02,clear sky
442,Anadyr,RU,64.75,177.4833,43.3,75,0,8.95,clear sky
443,Tuatapere,NZ,-46.1333,167.6833,48.81,74,95,5.1,overcast clouds
444,Northam,GB,51.0333,-4.2167,59.4,96,99,4.32,overcast clouds
445,Luau,AO,-10.7073,22.2247,71.49,50,50,3.67,scattered clouds
446,Bereda,ES,43.2686,-7.5406,61.41,100,69,2.75,broken clouds
447,Portland,US,45.5234,-122.6762,69.73,37,20,3.0,few clouds
448,Mahibadhoo,MV,3.7833,72.9667,83.19,69,95,12.35,overcast clouds
449,Along,IN,28.1667,94.7667,76.62,89,86,0.47,overcast clouds
450,Palu,ID,-0.8917,119.8707,75.67,97,100,1.41,moderate rain
451,Kant,IN,27.8,79.8,74.03,91,100,20.38,overcast clouds
452,Fernie,CA,49.5,-115.0687,57.88,41,92,3.0,overcast clouds
453,Marsa Matruh,EG,31.3525,27.2453,77.2,57,0,12.66,clear sky
454,Atambua,ID,-9.1061,124.8925,86.4,49,98,3.38,overcast clouds
455,Limoeiro Do Ajuru,BR,-1.8953,-49.3806,76.6,88,54,5.88,moderate rain
456,Touros,BR,-5.1989,-35.4608,76.1,86,59,14.2,broken clouds
457,Kabwe,ZM,-14.4469,28.4464,66.16,35,34,6.44,scattered clouds
458,Kirakira,SB,-10.4544,161.9205,83.26,74,97,10.45,overcast clouds
459,Tado,CO,5.266,-76.5649,74.14,97,87,1.81,overcast clouds
460,Alice,US,27.7523,-98.0697,82.31,67,1,8.05,clear sky
461,Wajid,SO,3.8093,43.2471,73.85,80,73,17.65,broken clouds
462,Mascote,BR,-15.5631,-39.3025,66.85,99,21,1.97,few clouds
463,Teguise,ES,29.0605,-13.564,70.02,83,0,4.61,clear sky
464,Port Keats,AU,-14.25,129.55,88.59,56,10,9.82,clear sky
465,Hasaki,JP,35.7333,140.8333,77.4,72,24,19.01,few clouds
466,Victoria,HK,22.2855,114.1577,88.32,80,99,7.9,overcast clouds
467,Dingle,PH,10.9995,122.6711,85.23,70,69,7.76,heavy intensity rain
468,Abu Samrah,SY,35.3029,37.1841,67.71,80,0,6.8,clear sky
469,Savino,RU,56.5929,41.2181,43.56,94,100,7.43,overcast clouds
470,Biak,ID,-0.9131,122.8766,76.08,89,100,3.27,overcast clouds
471,Kohima,IN,25.6667,94.1167,71.01,83,100,1.05,overcast clouds
472,Camacupa,AO,-12.0167,17.4833,68.67,46,38,3.91,scattered clouds
473,Chipata,ZM,-13.6333,32.65,65.66,49,76,5.06,broken clouds
474,Xining,CN,36.6167,101.7667,55.38,74,9,2.37,clear sky
475,Lagoa,PT,39.05,-27.9833,69.94,77,7,5.99,clear sky
476,Panaba,MX,21.2833,-88.2667,79.47,79,63,6.55,broken clouds
477,Kailua,US,21.4022,-157.7394,87.78,68,20,11.5,light rain
478,North Platte,US,41.1239,-100.7654,79.25,50,1,4.0,clear sky
479,Conchal,BR,-22.3303,-47.1725,71.76,79,68,10.0,broken clouds
480,San Miguel De Cauri,PE,-10.1,-76.5833,43.97,91,37,3.38,scattered clouds
481,Phimai,TH,15.2232,102.4947,81.43,81,100,8.68,overcast clouds
482,Atikokan,CA,48.7555,-91.6216,60.94,60,100,12.46,overcast clouds
483,Kavaratti,IN,10.5669,72.642,80.94,79,100,17.96,overcast clouds
484,Verkhnevilyuysk,RU,63.4453,120.3167,45.54,64,100,4.43,overcast clouds
485,Oyama,JP,36.3,139.8,78.04,64,93,10.04,overcast clouds
486,Qinzhou,CN,21.95,108.6167,82.89,78,100,2.75,overcast clouds
487,Ust-Ilimsk,RU,58.0006,102.6619,42.44,70,43,5.17,scattered clouds
488,Ketchikan,US,55.3422,-131.6461,55.87,62,40,5.75,scattered clouds
489,Djambala,CG,-2.5447,14.7533,69.71,86,44,4.29,scattered clouds
490,Lewiston,US,44.1003,-70.2148,67.39,98,90,4.61,light rain
491,Haines Junction,CA,60.7522,-137.5108,51.75,43,99,8.05,overcast clouds
492,Bathsheba,BB,13.2167,-59.5167,83.01,83,75,11.5,broken clouds
493,Najran,SA,17.4924,44.1277,75.85,25,71,2.01,broken clouds
494,Rio Grande,BR,-32.035,-52.0986,46.94,65,0,2.77,clear sky
495,Pajacuaran,MX,20.1167,-102.5667,64.18,93,94,3.69,overcast clouds
496,Wagar,SD,16.1525,36.2032,83.89,56,58,9.19,broken clouds
497,Ngunguru,NZ,-35.6167,174.5,66.16,76,3,14.29,clear sky
498,Mecca,SA,21.4267,39.8261,83.01,47,76,4.76,broken clouds
499,Belaya Gora,RU,68.5333,146.4167,45.41,65,95,7.38,overcast clouds
500,Canico,PT,32.6333,-16.85,74.71,84,40,1.99,scattered clouds
501,Port Hardy,CA,50.6996,-127.4199,57.38,62,20,12.66,few clouds
502,Tilichiki,RU,60.4667,166.1,52.2,52,30,6.85,scattered clouds
503,Nouadhibou,MR,20.931,-17.0347,76.98,69,2,18.41,clear sky
504,Boyolangu,ID,-8.1181,111.8935,80.87,75,91,6.85,overcast clouds
505,Aklavik,CA,68.2191,-135.0107,58.03,65,56,4.47,broken clouds
506,Goundam,ML,16.4145,-3.6708,85.89,47,100,10.38,overcast clouds
507,Bonthe,SL,7.5264,-12.505,75.13,91,100,4.85,overcast clouds
508,Kuytun,RU,54.3419,101.5036,43.29,94,100,2.19,light rain
509,Ornskoldsvik,SE,63.2909,18.7153,33.62,100,90,3.44,overcast clouds
510,Flin Flon,CA,54.7682,-101.865,48.7,66,10,6.85,clear sky
511,Coihaique,CL,-45.5752,-72.0662,46.35,81,90,0.0,light rain
512,Santa Maria,BR,-29.6842,-53.8069,49.3,93,0,1.14,clear sky
513,Sayyan,YE,15.1718,44.3244,63.18,26,100,6.96,overcast clouds
514,Sao Felix Do Xingu,BR,-6.6447,-51.995,79.16,50,42,2.13,scattered clouds
515,Kon Tum,VN,14.35,108.0,79.02,74,100,1.61,overcast clouds
516,Divnoye,RU,45.9089,43.3547,62.1,28,17,8.3,few clouds
517,Peshkopi,AL,41.685,20.4289,55.45,54,99,2.15,overcast clouds
518,Cosala,MX,24.4125,-106.6908,76.51,95,94,1.5,overcast clouds
519,Aberystwyth,GB,52.4155,-4.0829,56.71,95,53,3.98,broken clouds
520,Bubaque,GW,11.2833,-15.8333,81.52,80,99,9.01,overcast clouds
521,Yeppoon,AU,-23.1333,150.7333,76.78,56,0,8.5,clear sky
522,Mazatlan,MX,23.2167,-106.4167,83.91,83,90,1.99,overcast clouds
523,Bartica,GY,6.4,-58.6167,77.32,94,1,2.77,clear sky
524,Nakamura,JP,32.9833,132.9333,79.66,70,86,8.16,overcast clouds
525,Ust-Kuyga,RU,70.0167,135.6,52.72,60,100,3.94,overcast clouds
526,Adrar,MR,20.5022,-10.0711,90.68,21,36,13.65,scattered clouds
527,Palmonostora,HU,46.6242,19.9516,65.1,56,100,8.68,overcast clouds
528,Chalchihuites,MX,23.4833,-103.8833,62.85,71,100,3.8,overcast clouds
529,Unguras,RO,47.1167,24.05,53.76,80,87,2.42,overcast clouds
530,Hit,IQ,33.6416,42.8251,81.07,34,0,9.6,clear sky
531,Prado,BR,-17.3411,-39.2208,74.08,88,0,10.09,clear sky
532,Handlova,SK,48.7276,18.7601,62.56,70,100,4.12,overcast clouds
533,Buzmeyin,TM,38.0507,58.2056,69.53,43,0,4.61,clear sky
534,Amot,NO,59.5714,7.9877,48.51,96,100,3.56,overcast clouds
535,Tucurui,BR,-3.7661,-49.6725,73.04,91,48,3.67,scattered clouds
536,Beringovskiy,RU,63.05,179.3167,41.77,74,46,9.31,scattered clouds
537,Takoradi,GH,4.8845,-1.7554,74.03,94,95,6.89,light rain
538,Zapolyarnyy,RU,69.4154,30.8136,36.68,93,61,2.53,broken clouds
539,Kamiiso,JP,41.8167,140.65,66.58,68,75,11.5,broken clouds
540,Sabang,ID,5.8933,95.3214,81.73,71,100,5.17,overcast clouds
541,Illapel,CL,-31.6308,-71.1653,55.17,64,0,1.59,clear sky
542,Baturaja,ID,-4.1333,104.1667,81.1,79,80,3.69,broken clouds
543,Tual,ID,-5.6667,132.75,81.12,81,42,19.71,scattered clouds
544,Mocuba,MZ,-16.8392,36.9856,70.18,65,41,3.53,scattered clouds
545,Puerto Rico,AR,-26.796,-55.024,56.98,77,81,1.59,light rain
546,Sarahan,IN,31.5167,77.8,62.46,77,35,0.83,scattered clouds
547,Komsomolskiy,UZ,40.4272,71.7189,65.12,42,0,6.91,clear sky
548,Namatanai,PG,-3.6667,152.4333,83.71,69,98,9.08,light rain
549,Ballinrobe,IE,53.6333,-9.2333,59.09,97,67,7.0,broken clouds
550,Khuzdar,PK,27.7384,66.6434,78.64,49,0,2.39,clear sky
551,Bambanglipuro,ID,-7.95,110.2833,82.87,71,29,8.21,scattered clouds
552,Narsaq,GL,60.9167,-46.05,35.82,54,10,4.61,clear sky
553,Umm Lajj,SA,25.0213,37.2685,82.45,68,6,9.64,clear sky
554,Suez,EG,29.9737,32.5263,72.18,76,0,6.13,clear sky
555,Manyana,BW,-23.4,21.7167,54.75,30,0,6.33,clear sky
556,Comonfort,MX,20.7167,-100.7667,66.2,77,100,3.4,overcast clouds
557,Alta Floresta,BR,-9.8756,-56.0861,74.5,79,57,3.56,broken clouds
558,Havoysund,NO,70.9963,24.6622,41.88,79,40,9.75,scattered clouds
559,Middlebury,US,44.0153,-73.1673,66.47,97,90,0.0,overcast clouds
560,Kaohsiung,TW,22.6163,120.3133,89.04,78,75,1.01,broken clouds
561,Saint Marys,US,30.7305,-81.5465,82.06,67,40,9.22,scattered clouds
562,Ust-Koksa,RU,50.2696,85.6108,50.86,37,100,2.06,overcast clouds
563,Atar,MR,20.5169,-13.0499,91.47,24,90,14.85,overcast clouds
564,Huoqiu,CN,32.3394,116.2694,80.55,65,82,3.15,light rain
565,Benguela,AO,-12.5763,13.4055,70.43,84,7,2.82,clear sky
566,Mumford,GH,5.2618,-0.759,74.95,93,88,8.34,overcast clouds
567,Ostrovnoy,RU,68.0531,39.5131,41.27,96,100,23.17,overcast clouds
568,Sembakung,ID,3.8167,117.25,77.56,85,100,2.21,overcast clouds
569,Katsuura,JP,35.1333,140.3,75.31,71,50,18.5,scattered clouds
570,Qianjiang,CN,30.4151,112.8859,80.8,64,0,5.28,clear sky
571,Road Town,VG,18.4167,-64.6167,80.69,76,100,19.51,overcast clouds
572,Fort-Shevchenko,KZ,44.5086,50.263,72.19,43,0,6.93,clear sky
573,Jalu,LY,29.0331,21.5482,73.33,41,0,8.46,clear sky
574,Gravdal,NO,68.1214,13.5031,49.48,67,100,8.28,overcast clouds
575,Saint-Michel-Des-Saints,CA,46.6834,-73.9159,50.18,88,100,1.99,overcast clouds
576,Culebra,PR,18.303,-65.301,80.69,77,100,18.34,overcast clouds
577,Kudahuvadhoo,MV,2.6708,72.8944,83.12,70,100,12.28,overcast clouds
578,Edd,ER,13.9297,41.6925,89.74,55,97,6.2,overcast clouds
579,Correntina,BR,-13.3433,-44.6367,74.8,22,0,3.29,clear sky
580,Puerto Madryn,AR,-42.7692,-65.0385,58.33,42,3,18.21,clear sky
581,Zahir Pir,PK,28.8124,70.524,90.66,48,0,6.11,clear sky
582,Tecoanapa,MX,16.5167,-98.75,80.1,83,81,4.68,broken clouds
583,Port Hawkesbury,CA,45.6169,-61.3485,63.99,85,75,5.99,broken clouds
584,Tabas,IR,33.5959,56.9244,77.54,13,0,4.45,clear sky
585,Murray Bridge,AU,-35.1167,139.2667,72.46,38,0,14.74,clear sky
586,Manaus,BR,-3.1019,-60.025,81.1,83,0,1.14,clear sky
587,Kodinsk,RU,58.6881,99.1844,40.14,89,100,1.52,overcast clouds
588,Baffa,PK,34.4378,73.2194,72.54,68,0,4.14,clear sky
589,Cap Malheureux,MU,-19.9842,57.6142,68.49,81,76,3.0,light rain
590,Vilhena,BR,-12.7406,-60.1458,69.66,90,96,0.09,overcast clouds
591,Tres Arroyos,AR,-38.3739,-60.2798,48.42,64,0,9.17,clear sky
592,Puerto Escondido,MX,15.85,-97.0667,81.43,57,40,6.91,scattered clouds
593,Turukhansk,RU,65.8167,87.9833,40.53,85,99,5.03,overcast clouds
594,Emba,KZ,48.8264,58.1442,63.54,45,91,8.14,overcast clouds
595,Creston,US,41.0586,-94.3614,70.45,100,1,4.61,clear sky
596,Hurghada,EG,27.2574,33.8129,82.44,34,0,16.11,clear sky
597,Yellandu,IN,17.6,80.3333,76.53,89,100,4.03,overcast clouds
598,Qalyub,EG,30.1792,31.2056,75.99,70,0,5.19,clear sky
599,Damghan,IR,36.1683,54.348,72.07,17,0,4.59,clear sky
600,Alto Araguaia,BR,-17.3147,-53.2153,80.51,38,84,2.39,broken clouds
601,Puerto Berrio,CO,6.4916,-74.4033,76.6,86,72,2.08,heavy intensity rain
602,Seoul,KR,37.5683,126.9778,74.8,53,0,11.5,clear sky
603,Angra Dos Reis,BR,-23.0067,-44.3181,73.36,98,100,3.42,overcast clouds
604,Vila Velha,BR,-20.3297,-40.2925,75.15,83,0,8.05,clear sky
605,Clearwater,US,27.9659,-82.8001,82.38,84,1,0.0,clear sky
606,San Joaquin,US,37.9333,-121.3011,90.48,37,1,10.36,clear sky
607,Luba,GQ,3.4568,8.5547,76.89,89,91,5.14,light rain
608,Dinajpur,BD,25.6272,88.6386,78.01,92,100,3.8,overcast clouds
609,Port Shepstone,ZA,-30.7414,30.455,61.52,89,100,8.5,moderate rain
610,Juneau,US,58.3019,-134.4197,55.45,93,75,8.05,light rain
611,Surovikino,RU,48.6078,42.8486,49.82,45,0,5.53,clear sky
612,Kununurra,AU,-15.7667,128.7333,91.38,43,8,6.91,clear sky
613,Altamira,BR,-3.2033,-52.2064,72.43,89,6,3.02,clear sky
614,Dombasle-Sur-Meurthe,FR,48.6252,6.3497,63.81,88,90,3.44,mist
615,Odweyne,SO,9.4092,45.064,74.68,58,99,10.0,overcast clouds
616,Sitka,US,57.0531,-135.33,53.49,76,90,6.91,light rain
617,Tam Ky,VN,15.5667,108.4833,85.98,77,100,1.1,overcast clouds
618,Banda Aceh,ID,5.5577,95.3222,82.74,66,100,3.89,overcast clouds
619,Poronaysk,RU,49.2167,143.1167,61.77,61,5,10.16,clear sky
620,Bogatic,RS,44.8375,19.4806,69.21,38,100,3.38,overcast clouds
621,Zharkent,KZ,44.1628,80.0,72.37,24,86,3.22,light rain
622,Erenhot,CN,43.6475,111.9767,64.9,50,0,2.89,clear sky
623,Waipawa,NZ,-41.4122,175.5153,47.44,80,100,17.65,overcast clouds
624,Ixtapa,MX,20.7,-105.2,79.83,83,90,6.91,overcast clouds
625,Orodara,BF,10.9492,-4.9342,68.22,99,100,4.72,moderate rain
626,Kokoda,PG,-8.8785,147.7407,87.66,55,71,6.2,broken clouds
627,Inyonga,TZ,-6.7167,32.0667,69.01,53,85,4.63,overcast clouds
628,Belmonte,BR,-15.8631,-38.8828,75.7,87,0,7.49,clear sky
629,Mogilno,PL,52.6581,17.9558,60.51,81,100,5.95,overcast clouds
630,Ambunti,PG,-4.2365,142.8448,77.85,88,100,2.71,overcast clouds
631,Morehead,US,37.2711,-87.1764,70.84,97,1,0.0,clear sky
632,Huarmey,PE,-10.0681,-78.1522,62.33,84,83,11.36,broken clouds
633,Khor,RU,47.8861,134.9464,63.25,53,100,8.81,overcast clouds
634,Chivay,PE,-15.6383,-71.6011,50.97,54,100,3.94,overcast clouds
635,Dakoro,NE,14.5106,6.765,85.91,50,8,8.19,clear sky
636,Kaeo,NZ,-35.1,173.7833,66.33,84,20,15.23,few clouds
637,Balikpapan,ID,-1.2675,116.8289,77.99,89,20,3.44,heavy intensity rain
638,Mantua,IT,45.1667,10.7833,74.44,77,100,3.0,overcast clouds
639,Asbe Teferi,ET,9.0833,40.8667,61.25,85,100,1.92,light rain
640,Montrose,US,38.4166,-108.2673,72.81,26,0,5.26,clear sky
641,Sanger,US,36.708,-119.556,93.0,27,1,1.01,clear sky
642,Goderich,CA,43.7501,-81.7165,59.92,88,0,5.75,clear sky
643,Zyryanka,RU,65.75,150.85,50.23,61,39,3.09,scattered clouds
644,Elko,US,41.0002,-115.5012,80.62,15,0,3.0,clear sky
645,Preston,GB,53.7667,-2.7167,60.67,3,100,3.15,overcast clouds
646,Monrovia,LR,6.3005,-10.7969,75.33,90,100,7.31,moderate rain
647,Piopio,NZ,-38.4667,175.0167,57.96,99,100,4.05,overcast clouds
648,Guarapari,BR,-20.6667,-40.4975,75.09,93,8,4.81,clear sky
649,Azul,AR,-36.777,-59.8585,48.38,71,0,7.52,clear sky
650,Cairns,AU,-16.9167,145.7667,83.1,52,40,14.97,scattered clouds
651,Ulaangom,MN,49.9811,92.0667,57.43,35,97,3.2,overcast clouds
652,Nemuro,JP,43.3236,145.575,63.03,68,0,2.71,clear sky
653,Alice Springs,AU,-23.7,133.8833,92.75,12,5,17.27,clear sky
654,Polyanka,UA,50.2584,27.6881,50.02,77,78,5.73,broken clouds
655,Yaan,NG,7.3833,8.5667,73.6,96,99,5.48,overcast clouds
656,Fortuna,US,40.5982,-124.1573,60.91,69,1,4.0,clear sky
657,Qaqortoq,GL,60.7167,-46.0333,36.1,66,10,2.77,clear sky
658,Trat,TH,12.5,102.5,85.24,85,100,4.94,overcast clouds
659,Shieli,KZ,44.1667,66.75,66.88,21,0,7.38,clear sky
660,Arman,RU,59.7,150.1667,57.63,63,65,2.86,broken clouds
661,Timmins,CA,48.4669,-81.3331,46.22,100,20,0.0,few clouds
662,Camaqua,BR,-30.8511,-51.8122,48.52,83,5,1.77,clear sky
663,Broome,US,42.2506,-75.833,66.02,80,90,1.99,overcast clouds
664,Alekseyevka,RU,50.6309,38.6903,47.08,60,99,6.38,overcast clouds
665,Ulenje,TZ,-8.9333,33.6833,55.69,75,62,2.06,broken clouds
666,Doschatoye,RU,55.3825,42.1072,43.3,90,100,8.95,overcast clouds
667,Zdunska Wola,PL,51.5992,18.9397,63.25,87,100,4.0,light rain
668,Wanning,CN,18.8003,110.3967,83.61,74,100,5.39,overcast clouds
669,Dehui,CN,44.5333,125.7,61.11,94,100,8.43,overcast clouds
670,Piranshahr,IR,36.701,45.1413,58.39,30,0,5.59,clear sky
671,Padang,ID,-0.9492,100.3543,82.45,70,11,1.3,few clouds
672,Chapleau,CA,47.8405,-83.4034,53.69,82,20,4.61,few clouds
673,Kayerkan,RU,69.3497,87.7602,37.6,98,100,6.8,light rain
674,Kingston,JM,17.997,-76.7936,83.35,82,20,1.01,few clouds
675,La Palma,US,33.8464,-118.0467,86.04,67,20,5.01,few clouds
676,Deer Lake,CA,49.1667,-57.4316,53.46,71,90,9.22,overcast clouds
677,Nantucket,US,41.2835,-70.0995,75.31,88,1,10.36,mist
678,Fengxian,CN,34.7039,116.5872,78.13,72,33,3.42,light rain
679,Kurumkan,RU,54.3,110.3,46.78,70,89,2.55,light rain
680,Mattru,SL,7.6244,-11.8332,72.0,99,100,2.46,light rain
681,Jiayuguan,CN,39.8167,98.3,66.38,40,0,5.59,clear sky
682,Golyshmanovo,RU,56.3979,68.3728,56.64,48,99,9.66,overcast clouds
683,Zhangye,CN,38.9342,100.4517,68.97,37,0,4.63,clear sky
684,Yazman,PK,29.1212,71.7446,89.89,49,0,10.76,clear sky
685,Oxford,GB,51.7522,-1.256,57.9,96,78,3.62,broken clouds
686,Gushi,CN,34.6425,109.5843,68.16,92,100,8.23,light rain
687,Port Macquarie,AU,-31.4333,152.9167,58.96,59,44,9.84,scattered clouds
688,Tiquisio,CO,8.5597,-74.2669,76.86,91,97,2.75,overcast clouds
689,Lata,PT,40.1629,-8.3327,66.81,97,4,1.77,clear sky
690,Ubinskoye,RU,55.3068,79.6802,53.64,57,100,8.05,overcast clouds
691,Terme,TR,41.2092,36.9739,62.53,97,100,9.95,light rain
